category,content_id,id,user_id,body,position,created_at,updated_at
nitpick,30528278,1786342,4015,"I don't think you have to select ""under the top bar"". Now I deselect all three and the view still presents fine.

![Screen Shot 2017-06-12 at 8.36.55 AM.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/4015/1497271146/Screen_Shot_2017-06-12_at_8.36.55_AM.png)
![Screen Shot 2017-06-12 at 8.37.04 AM.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/4015/1497271147/Screen_Shot_2017-06-12_at_8.37.04_AM.png)
![Screen Shot 2017-06-12 at 8.37.10 AM.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/4015/1497271148/Screen_Shot_2017-06-12_at_8.37.10_AM.png)

This is a conversation about what extended edge is. Take a look.
https://stackoverflow.com/questions/26894642/what-is-the-extend-edge-property-in-uiviewcontroller-for",11,2017-06-12T12:40:16.852Z,2017-06-12T12:40:16.852Z
awesome,27860432,1701881,7402,Excellent job adding in tests. This ensures your code is always working correctly as new features are added.,44,2017-05-23T15:47:40.203Z,2017-05-23T15:47:40.203Z
nitpick,28603568,1722445,92996,"Have you heard about `RecyclerView`? It is a new way of displaying a list of items that works pretty well with the `ViewHolder pattern`. You could try it on your next project,  please, reference these links to find out advantages and more details:
* https://guides.codepath.com/android/using-the-recyclerview
* https://developer.android.com/reference/android/support/v7/widget/RecyclerView.html",27,2017-05-28T10:22:40.043Z,2017-05-28T10:22:40.043Z
awesome,33758690,1870374,32286,:+1:,109,2017-06-30T07:23:30.790Z,2017-06-30T07:23:30.790Z
nitpick,33758690,1870372,32286,"Using too many `global` variables may break the modularity of your program, using classes will help you solving this problem, so keep learning you will know how to define classes in the following course:rocket:",92,2017-06-30T07:23:14.491Z,2017-06-30T07:23:14.491Z
nitpick,33758690,1870358,32286,"If you want print new line, personally I recommend using `\n` which represent newline in strings, for example, you could use `print ""\nCorrect!\n""` to replace these three `print`s, too many function calls may slow down your program like starting and shutdown computers too many times would make it hard to work efficiently.

Also, merging `print` calls could make your program shorter:yum:",71,2017-06-30T07:17:00.326Z,2017-06-30T07:18:50.498Z
awesome,33758690,1870355,32286,"I like seeing these docstrings when the module(.py file) imported by `import module_name` and called out by `help(module_name.method)`:smiley:, that makes programmers feel comfortable.

![pydoc.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/32286/1498806612/pydoc.png)",22,2017-06-30T07:10:18.590Z,2017-06-30T07:10:18.590Z
critical,34377562,1881326,12966,"The widget looks cool and the motivational quote is a great. 

The only thing left is displaying some relevant info. Check the **Project Review** for some suggestions.",34,2017-07-02T17:44:12.639Z,2017-07-02T17:44:12.639Z
nitpick,28589115,1722038,10086,"### Code Quality ###
Missing semicolon",334,2017-05-28T06:51:12.488Z,2017-05-28T06:57:13.049Z
awesome,28589115,1722041,10086,Nice job with marker animation!,243,2017-05-28T06:51:22.321Z,2017-05-28T06:51:22.321Z
awesome,28589115,1722036,10086,"## Tip :zap: ##
One UX feature we can consider is to center marker when its active on `click` to provide better UX.

One way to do this is to use `panTo` method.
To implement this, study [this Simple `click` Event by Google](https://developers.google.com/maps/documentation/javascript/examples/event-simple)",127,2017-05-28T06:51:05.216Z,2017-05-28T06:51:05.216Z
nitpick,28589115,1722035,10086,"### Code Quality ###
This code block has inconsistent indentation",130,2017-05-28T06:51:00.908Z,2017-05-28T06:51:00.908Z
critical,29126311,1738475,1456,"By following your steps, I get the following error:

![Screen Shot 2017-05-31 at 12.13.23.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/1456/1496258035/Screen_Shot_2017-05-31_at_12.13.23.png)

You are missing a few steps. You also need to provide instruction on setting up the news database. Provide explicit instructions, with the exact commands needed to create and setup the database. 

You also ask the user to *""cd to the vagrant machine*"". Since you don't mention Vagrant anywhere before this, this could be confusing for the reader. Perhaps in your installation section, you can ensure the user has the proper vagrant environment set up. You could provide a link to the udacity fullstack vagrant repository.

To make your instructions easier to read, I recommend using an ordered list. Use Markdown to style the lists. For example, the following:

```
1. Once all files are downloaded, cd to the vagrant directory that contains the project files.
2.  From the command line, to power up the virtual machine,  run: `vagrant up`. 
3. Log into the virtual machine by typing: `vagrant ssh` 
4. cd to the logs folder and run the program by typing: `python logs.py`
```

The above will render as:

1. Once all files are downloaded, cd to the vagrant directory that contains the project files.
2.  From the command line, to power up the virtual machine,  run: `vagrant up`. 
3. Log into the virtual machine by typing: `vagrant ssh` 
4. cd to the logs folder and run the program by typing: `python logs.py`

Note that the above list is still missing crucial steps. Feel free to use what I wrote, but make sure you also add the missing steps regarding setting up the database.

For more info on the markdown I used here:
- [Markdown lists](https://github.com/adam-p/markdown-here/wiki/Markdown-Cheatsheet#lists)
- [Markdown code highlighting](https://github.com/adam-p/markdown-here/wiki/Markdown-Cheatsheet#code)",9,2017-05-31T19:25:18.113Z,2017-05-31T19:27:07.328Z
nitpick,29126311,1738401,1456,"To make sure your headers render correctly in a Markdown viewer, be sure to include a space after the '#' mark. For example:
- `# Logs Project`

Will render as:
# Logs Project

For more info see:
- [Markdown Cheatsheet - headers](https://github.com/adam-p/markdown-here/wiki/Markdown-Cheatsheet#headers)",0,2017-05-31T19:10:00.507Z,2017-05-31T19:10:00.507Z
nitpick,31738828,1813685,63821,如果想要实现图片剧中的话，可以试试 Bootstrap 自带的类 `center-block` 呢，尝试看看吧～,20,2017-06-18T16:08:25.326Z,2017-06-18T16:08:25.326Z
nitpick,31738828,1813682,63821,"根据[前端工程师纳米学位样式指南 - CSS (字母大小写)](https://github.com/udacity/frontend-nanodegree-styleguide-zh/blob/master/%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%88%E7%BA%B3%E7%B1%B3%E5%AD%A6%E4%BD%8D%E6%A0%B7%E5%BC%8F%E6%8C%87%E5%8D%97%20-%20CSS.md#字母大小写)：
>字母大小写，仅使用小写。
>所有代码均使用小写，该规则适用于 CSS 选择符、属性和属性值（字符串除外）。",8,2017-06-18T16:07:37.012Z,2017-06-18T16:07:37.012Z
nitpick,31738828,1813681,63821,"根据[前端工程师纳米学位样式指南 - CSS (声明区标点)](https://github.com/udacity/frontend-nanodegree-styleguide-zh/blob/master/%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%88%E7%BA%B3%E7%B1%B3%E5%AD%A6%E4%BD%8D%E6%A0%B7%E5%BC%8F%E6%8C%87%E5%8D%97%20-%20CSS.md#声明区标点)：
>最后一个选择符和声明区起始处的左大括号之间需加空格

所以这一行建议这样 `body {`，注意中间有空格。其他类似的地方都建议改成这样。:)",0,2017-06-18T16:07:19.825Z,2017-06-18T16:07:19.825Z
awesome,34774146,1889060,7560,"Awesome to check if this view has been recycled by the Android framework, to improve performances.",23,2017-07-04T04:04:22.888Z,2017-07-04T04:04:22.888Z
awesome,34436360,1879850,42143,Correct!,152,2017-07-02T10:43:25.501Z,2017-07-02T10:43:25.501Z
awesome,34436360,1879847,42143,Great work!,135,2017-07-02T10:43:00.230Z,2017-07-02T10:43:00.230Z
nitpick,34436360,1879844,42143,You could implement the coordinate transformation as a separate function. This would make the code more readable and maintainable.,116,2017-07-02T10:42:09.122Z,2017-07-02T10:42:09.122Z
nitpick,34436360,1879843,42143,I would strongly suggest you convert the velocity to m/s and do _all_ subsequent computations with this value.,92,2017-07-02T10:41:51.191Z,2017-07-02T10:41:51.191Z
awesome,31170220,1800105,39954,Good `onUpgrade()` method.,52,2017-06-15T11:27:49.537Z,2017-06-15T11:27:49.537Z
awesome,31170220,1800103,39954,Good `onCreate()` method.,44,2017-06-15T11:27:33.427Z,2017-06-15T11:27:33.427Z
nitpick,31170220,1800102,39954,Making this a `double` makes a decimal possible..,38,2017-06-15T11:27:03.049Z,2017-06-15T11:27:17.499Z
critical,31170220,1800101,39954,Of course something about the image should go here...,40,2017-06-15T11:26:43.667Z,2017-06-15T11:26:43.667Z
awesome,33478639,1855190,641,Awesome job using lowercase hex values for your color codes :),9,2017-06-27T08:38:01.611Z,2017-06-27T08:38:01.611Z
nitpick,33478639,1855189,641,always prefer to have double quotes for your property values :),6,2017-06-27T08:37:53.667Z,2017-06-27T08:37:53.667Z
awesome,33975007,1866799,3383,Extra points for using **string resources**!,75,2017-06-29T14:36:36.655Z,2017-06-29T14:36:36.655Z
nitpick,33975007,1866795,3383,The wrong options when dealing with single right answer questions do not count. Thus you do not need to set an id. You can test references to it by right click on the **View** and select option *Find usages*. It is thus safe to remove the ids of the unused **Views**.,60,2017-06-29T14:36:16.543Z,2017-06-29T14:36:16.543Z
nitpick,33975007,1866783,3383,"When a `RelativeLayout` can be replaced by one `LinearLayout` and the design does not suffer changes, it's good practice to choose the `LinearLayout`. It is less expensive than the relative one :wink:

This layout can be achieved by a vertical `LinearLayout`. Don't forget to also remove the relative specific attributes such as **layout_below**.",12,2017-06-29T14:32:24.869Z,2017-06-29T14:34:30.690Z
nitpick,33975007,1866786,3383,"You can escape the **[Accessibility] Missing ContentDescription..** warning by setting the **contentDescription** attribute:
```Java
android:contentDescription=""@null""
```
This attribute is used to show a descriptive text of the image in case the image does not load. There is little chance of that and you will have apps with hundreds of images, so by setting it *null* you'll at least escape the warning.",33,2017-06-29T14:33:10.267Z,2017-06-29T14:33:10.267Z
critical,33975007,1866784,3383,"Please remove all extra blank lines. Blank lines are used to form code blocks, but in xml files **Views** are pretty clear and well defined, no need for the extra blank lines.",17,2017-06-29T14:32:51.910Z,2017-06-29T14:32:51.910Z
awesome,28551938,1720487,26643,All the data from the JSON is very well parsed.,125,2017-05-27T21:17:01.689Z,2017-05-27T21:17:01.689Z
awesome,29388005,1748096,4839,"Good Game Over message

![over.PNG](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/4839/1496439875/over.PNG)",154,2017-06-02T21:44:43.494Z,2017-06-02T21:44:43.494Z
awesome,29388005,1748092,4839,Timer works well!,135,2017-06-02T21:44:22.808Z,2017-06-02T21:44:22.808Z
awesome,29388005,1748060,4839,Good work keeping `player` on the game canvas,82,2017-06-02T21:37:32.256Z,2017-06-02T21:37:32.256Z
awesome,29388005,1748051,4839,"You are doing a nice job with Object Oriented Programming and creating prototypes for your `Player` and `Enemy` objects.   But if you want to explore OOP further you should look into *Object Inheritance*.   
	
To use *Object Inheritance* you’d want to think about the properties that `Enemy` and `Player` have in common, e.g `sprite`, `x`, `y` and create an object with those properties, e.g `Character`.  Then when you create `Player` and `Enemy`, you would extend `Character` with those properties already in place.

To learn more about OOP and Object Inheritance in JavaScript try these resources:
* **[Introduction to Object Oriented JavaScript](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Introduction_to_Object-Oriented_JavaScript)**
* **[Inheritance and the Prototype Chain](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Inheritance_and_the_prototype_chain)**
* **[Classical Inheritance in JavaScript](http://www.crockford.com/javascript/inheritance.html)** 
* **[OOP In JavaScript: What You NEED to Know](http://javascriptissexy.com/oop-in-javascript-what-you-need-to-know/)**",59,2017-06-02T21:35:53.512Z,2017-06-02T21:35:53.512Z
awesome,29388005,1748049,4839,"Effective collision detection!

But for better code organization, this code should be in a separate `Enemy.prototype.checkCollisions` method. Writing small modules of code with a focused and limited purpose makes your code more flexible and easier to follow.",44,2017-06-02T21:35:34.397Z,2017-06-02T21:35:34.397Z
awesome,29388005,1748047,4839,Good job randomizing enemy speed,27,2017-06-02T21:35:19.457Z,2017-06-02T21:35:19.457Z
awesome,29388005,1748042,4839,Nice `Enemy` constructor!,18,2017-06-02T21:34:46.617Z,2017-06-02T21:34:46.617Z
nitpick,29388005,1748040,4839,"Good idea to define constants at top of the file.

To follow best practices, the names of your constants should be all UPPERCASE.  From the **[Udacity Javascript Style Guide](https://udacity.github.io/frontend-nanodegree-styleguide/javascript.html#naming)**
> In general, `functionNamesLikeThis`,` variableNamesLikeThis`, `ClassNamesLikeThis`, `methodNamesLikeThis`, `CONSTANT_VALUES_LIKE_THIS` and `filenameslikethis.js`. 

You can read more about JavaScript naming conventions here:  
*  **[Crockford:  Code Conventions for the JavaScript Programming Language ](http://javascript.crockford.com/code.html#names) **
* **[ Google JavaScript Style Guide > Naming](https://google.github.io/styleguide/jsguide.html#naming)**",5,2017-06-02T21:33:59.584Z,2017-06-02T21:33:59.584Z
nitpick,29388005,1748037,4839,"It is a good practice to include the `""use strict;”` tag in your Javascript files.  
	
` 'use strict'`  is helpful because it forces you to  write better code by preventing  functions with bad syntax to execute and requiring you to declare a  variable before using  it.  Sometimes when you implement ` 'use strict'` you may find that your code doesn’t work.  That’s because you have some sloppy coding mistakes that need to be fixed.  It’s like having a very strict coding master sitting on your shoulder making sure that everything is correct before you can move on.   Open Dev Tools, check the console for errors, fix them and move on with cleaner code.

You can read more here: 
* **[ MDN  > JavaScript  >   Strict Mode]( https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Strict_mode)**
*  **[Discussion Forum > Should I add ""use strict"" to  JS file?]( https://discussions.udacity.com/t/should-i-add-use-strict-to-js-file/22396)**",0,2017-06-02T21:33:26.850Z,2017-06-02T21:33:26.850Z
critical,28341590,1715750,1392,"Please save the context after initiating the Photo instances. Now, the rows of the Photo table appear on the database only after deleting a photo.

To see the contents of the database you can use the following useful applications:
* http://sqlitebrowser.org/
* https://github.com/dsmelov/simsim",208,2017-05-26T14:27:11.710Z,2017-05-26T14:27:11.710Z
nitpick,28341590,1715735,1392,"The maximum number of pages that Flickr can return may be more or less than 40, depending on the ```per_page``` parameter.

If the ```per_page ``` parameter is set, the maximum number of usable pages from Flickr is:
```
max = 4000/per_page
```
(The default ``` per_page ``` value is 250)

So, if the ``` per_page ``` value is set to 20 the maximum number of pages is 200. The total number of pages Flickr returns ( ``` pages ``` ) can be a lot more than that, especially in densely populated areas",115,2017-05-26T14:22:30.008Z,2017-05-26T14:22:30.008Z
nitpick,28341590,1715718,1392,"The app crashes here with Core Data multithreading assertions enabled. That means that the app is not ""thread safe"".

You can see this if you enable [Core data concurrency debugging](http://oleb.net/blog/2014/06/core-data-concurrency-debugging/).
To enable it:
* Product -> Scheme ->**Edit Scheme**
* In arguments, arguments passed on launch add a new line (press +) with this ``` -com.apple.CoreData.ConcurrencyDebug 1 ``` 

When I run the project with concurrency debugging your app crashes right after I put a pin on the map:

The problem is that there's a (Core) data access in a thread different than that of context's thread (``` .mainQueueConcurrencyType ```), and this causes occasional errors. To fix this you can either use ``` DispatchQueue.main.async ``` , ``` perform ``` or ``` performAndWait(block: () -> Void() -> Void) ```.

Check also the [course](https://www.udacity.com/course/grand-central-dispatch-gcd--ud576) about the ""Grand Central Dispatch"".",205,2017-05-26T14:16:06.038Z,2017-05-26T14:16:06.038Z
critical,28341590,1715674,1392,Please use more photos in the photo album. A good number would be between 20-30 but try to display at least 10-12.,194,2017-05-26T14:06:17.016Z,2017-05-26T14:06:17.016Z
awesome,35597105,1916496,10086,"## Tip :zap:

We can use package manager to manage and use libraries/frameworks.

`npm` can be used for this.
When installing packages to be used with the app with `npm`, use `--save` instead of `--save-dev` parameter. This will specify the package in `package.json` under `dependencies`, not `devDependencies` like what `--save-dev` does, eg:

```
npm i --save jquery moment papaparse
```

There are also a number of other package managers, including:
- [Yarn](https://yarnpkg.com/en/)
- [Bower](https://bower.io/) is another popular one.
- etc.",58,2017-07-09T05:22:36.659Z,2017-07-09T05:22:36.659Z
awesome,35597105,1916489,10086,Great job loading map asynchronously and providing it with a working error handling method! :star2:,63,2017-07-09T05:18:21.811Z,2017-07-09T05:18:21.811Z
awesome,34084164,1869894,10086,"## Tip :zap:

We can use package manager to manage and use libraries/frameworks.

`npm` can be used for this.
When installing packages to be used with the app with `npm`, use `--save` instead of `--save-dev` parameter. This will specify the package in `package.json` under `dependencies`, not `devDependencies` like what `--save-dev` does, eg:

```
npm i --save jquery moment papaparse
```

There are also a number of other package managers, including:
- [Yarn](https://yarnpkg.com/en/)
- [Bower](https://bower.io/) is another popular one.
- etc.",38,2017-06-30T03:57:43.941Z,2017-06-30T03:57:43.941Z
nitpick,27815299,1726631,8026,"Programmers use comments to explain their code's functionality. For instance:
```
# This comment describes the following code:
if foo == bar:
    print ""hello world""
```

Be sure to include comments that document your code!",30,2017-05-29T08:32:08.611Z,2017-05-29T08:32:08.611Z
awesome,27815299,1726630,8026,"Overall, you're doing a good job instantiating movie objects, just be aware of the line length limit.",19,2017-05-29T08:31:46.024Z,2017-05-29T08:31:46.024Z
nitpick,27815299,1726629,8026,"Python's style guide, [Pep8](https://www.python.org/dev/peps/pep-0008/), sets a [maximum line length](https://www.python.org/dev/peps/pep-0008/#maximum-line-length) of 80 characters. However, long urls are an exception to this rule. In this case, you should leave the url on a single line and use [the inline comment `# noqa`](http://stackoverflow.com/questions/5033727/how-do-i-get-pyflakes-to-ignore-a-statement) at the end of long urls to suppress linter warnings.",18,2017-05-29T08:31:39.881Z,2017-05-29T08:31:39.881Z
awesome,31170231,1800050,39954,"Excellent use of this resource file, and it is well organized, makes it handy to make any modifications later.",30,2017-06-15T11:05:46.287Z,2017-06-15T11:05:46.287Z
awesome,28341573,1717336,31271,非常好。添加了注释，让代码格式检查器忽略了长度警告。这是好的代码风格的开始，加油！,6,2017-05-26T22:44:45.067Z,2017-05-26T22:44:45.067Z
awesome,28341573,1717333,31271,很棒！添加了说明性的注释。,1,2017-05-26T22:43:22.476Z,2017-05-26T22:43:22.476Z
awesome,27815305,1726632,8026,Nice work on your readme!,13,2017-05-29T08:32:19.017Z,2017-05-29T08:32:19.017Z
awesome,29911158,1763137,2802,Good job! You've added all the required questions and meet all the specifications. :clap:,58,2017-06-06T11:41:57.635Z,2017-06-06T11:41:57.635Z
nitpick,29911158,1763136,2802,"Your codes are clean and easy to read! :+1:

In advanced, you could also add a documentation in every method that is important. This is a good practice that professional android developer did.

I have a shortcut for you in adding a documentation:
- In Android Studio, there is a shortcut when adding a documentation. Just type `/**` above the method and then hit `Enter`.
- In additional, you could also add a description about the method (parameter and return value).

### Example
```
/**
  * This method is used to calculate the score and display the result 
  */
```",66,2017-06-06T11:41:21.530Z,2017-06-06T11:41:21.530Z
nitpick,29911158,1763130,2802,"When comparing with a string, it will be better if you use an `equalsIgnoreCase` instead of using an `equals` method. It will handle the answer with uppercase, lowercase, or both of them. So, if the user fills the answer with `good`, it still counts as a correct answer.",63,2017-06-06T11:40:32.376Z,2017-06-06T11:40:32.376Z
nitpick,29911158,1763125,2802,"You can use a `trim()` to remove any trailing spaces from the user input. It will make the validation perfect.
```
String Delhi1 = ET.getText().toString().trim();

```",62,2017-06-06T11:39:30.306Z,2017-06-06T11:39:30.306Z
nitpick,27860439,1701829,7402,"By default, Java makes field variables ""package private"". What this means is any class in the package in which this class resides can access these fields. While this isn't a huge deal for this application, it can make a big difference in more complex applications. This can cause a lot of problems and make things hard to maintain and fix if you are accessing the field from multiple points in the code. Encapsulation(otherwise known as data hiding) is what allows you as a programmer to prevent other classes from directly reaching in and changing the state of your object. There are some times where you want to expose your fields , but unless you're writing a performance heavy application (like a video game), I would recommend always marking them as `private`. Another big exception is if your field is a primitive data type (`int`,` double`, `float`, etc..) and marked `public static final`. Because that variable cannot be changed, and is `static`, it's not that big of a deal to expose it.

Marking your fields as `private` will provide some re-assurance that you haven't changed the variables in some other part of unrelated code resulting in odd behavior and hard to track bugs.

```
private OnRecipeStepClickListener mCallback;
```

You can read more about encapsulation here: http://knowledgearray.net/index.php/2016/11/30/theoryjava-encapsulation-concisely-explained-with-java/ and here: http://www.tutorialspoint.com/java/java_encapsulation.htm
And access modifiers here: https://docs.oracle.com/javase/tutorial/java/javaOO/accesscontrol.html",27,2017-05-23T15:37:14.903Z,2017-05-23T15:37:14.903Z
critical,31170227,1800052,39954,Add a `Button` here to reduce quantity by 1. You can use the way you handled it in the Detail View...,43,2017-06-15T11:06:42.491Z,2017-06-15T11:06:42.491Z
awesome,34377553,1881348,12966,"Awesome idea to load the workouts with a `CursorLoader`. 

This approach guarantees smooth UI thanks to performing the database queries in the background thread 😊",237,2017-07-02T17:52:23.467Z,2017-07-02T17:52:23.467Z
critical,35192288,1903979,5939,"This will throw an error if we search for a book that has no authors.  You can replicate this by typing in ""dog"" or ""test"" for example.  You will get the following error in your logcat:

> org.json.JSONException: No value for authors

We can check if a JSONObject has a field or not by using the `.has()` method.  We can use that method to make sure we don't try to grab a value that doesn't exist.

    if(volumeInfo.has(""authors"")){
        //parse here
    }

like that!

Another option is to use `optJSONArray()` instead of `getJSONArray()`.  This method is used to parse fields that may or may not be present, and won't throw a `JSONException` if it is not present :smile:",68,2017-07-06T20:22:11.778Z,2017-07-06T20:22:19.863Z
awesome,34377544,1881356,12966,"You've made good use of the `AdMob` integration. The banner is displayed as intended 👍

You've demonstrated a clever approach to free/paid flavors with the `Fragments`. Nice job!",33,2017-07-02T17:53:37.758Z,2017-07-02T17:54:36.848Z
critical,28589113,1722052,10086,"### Code Quality ###
Code is not readable yet. Indentation is not consistent in general.

All inconsistent indentation must be fixed to help others reading, editing your code.

Please refer to example below to help you re-indent the code.

## Example

```
body {
  height: 100%;
  padding: 0;
  margin: 0;
}

header {
  padding-top: 29px;
  background-color: #786;
  width: 100%;
  text-align: center;
  padding-bottom: 5px;
  margin-bottom: 5px;
}

#map {
  height: 700px;
  width: 100%;
}

p {
  margin-top: 0;
  text-align: center;
}

#inputClass {
  width: 90%;
  margin-bottom: 20px;
  text-indent: inherit;
}

.outputList {
  width: 90%;
  vertical-align: center;
}

a {
  padding-right: 5px;
  padding-left: 5px;
  padding-bottom: 5px;
  padding-top: 5px;
  display: block;
  border: 3px solid #408;
  font-weight: bold;
}

h1 {
  color: #525454;
  font-size: 36px;
  margin: 0 0 10px 0;
  line-height: 40px;
  text-align: center;
}

h2 {
  font-size: 30px;
  line-height: 40px;
}

h3 {
  font-size: 24px;
  line-height: 40px;
  text-align: center;
}

h4 {
  font-size: 18px;
  line-height: 20px;
}

/* Won't be used here */

h5 {
  font-size: 14px;
  line-height: 20px;
}

h6 {
  font-size: 12px;
  line-height: 20px;
}

#pano {
  width: 200px;
  height: 200px;
}
```",0,2017-05-28T06:56:25.240Z,2017-05-28T06:56:25.240Z
awesome,35192289,1903977,5939,"Awesome, nice clear, concise, and consistently named variables!",13,2017-07-06T20:21:57.052Z,2017-07-06T20:21:57.052Z
awesome,35192289,1903976,5939,Good POJO (Plain Old Java Object) model object here!,11,2017-07-06T20:21:50.626Z,2017-07-06T20:21:50.626Z
nitpick,34377552,1881369,12966,"You don't have to explicitly declare the constructor if it should have **no args** and **empty body**. It will be provided by the Java language.
 
Quote from [Java language reference](http://docs.oracle.com/javase/specs/jls/se7/html/jls-8.html#jls-8.8.9):
>If a class contains no constructor declarations, then a default constructor with no formal parameters and no throws clause is implicitly declared.",26,2017-07-02T18:01:23.943Z,2017-07-02T18:01:23.943Z
awesome,31232702,1811830,39954,Very good work with the `OnClickListener`s and the use of `Intent`.,29,2017-06-18T05:59:17.275Z,2017-06-18T05:59:17.275Z
awesome,27234452,1683524,17283,Well done returning a `Cursor` Object here!,141,2017-05-19T14:51:21.682Z,2017-05-19T14:51:21.682Z
nitpick,27234452,1683521,17283,You might want to add more clarity by modifying the method name to `getRandomInt`,232,2017-05-19T14:50:40.109Z,2017-05-19T14:50:40.109Z
nitpick,27234452,1683519,17283,"Please consider renaming it, there's no logic to delete habits inside this method",192,2017-05-19T14:50:11.822Z,2017-05-19T14:50:11.822Z
nitpick,28603562,1722455,92996,"It is worth taking a look at the `ViewHolder` pattern when implementing your next projects, making the scrolling through the list smoother is one of its advantages. You can read more about it [here](https://www.javacodegeeks.com/2013/09/android-viewholder-pattern-example.html).",27,2017-05-28T10:28:57.580Z,2017-05-28T10:28:57.580Z
nitpick,31697437,1812577,1755,"In your future HTML you could consider marking all dates up with a [<time>](https://developer.mozilla.org/en/docs/Web/HTML/Element/time) tag. From MDN:

>The HTML <time> element represents either a time on a 24-hour clock or a precise date in the Gregorian calendar (with optional time and timezone information).

It could look something like this: `<p><time datetime=""2016-03-10"">March 10, 2016</time></p>`

It doesn't change the markup at all, but it does let you interact with any dates/times in you page in a predictable way using JavaScript.",13,2017-06-18T11:09:59.345Z,2017-06-18T11:09:59.345Z
nitpick,31697437,1812572,1755,"As to your question on indentation: While the HTML specification doesn't require it and browsers don't care, indentation is very important to make HTML readable to humans.

Here is what the [Udacity HTML Styleguide](https://udacity.github.io/frontend-nanodegree-styleguide/#indentation) has to say:
>Indentation should be consistent throughout the entire file. Whether you choose to use tabs or spaces, or 2-spaces vs. 4-spaces - just be consistent!

But the starting principle is that whenever something is nested inside of another element, you indent it, so that it’s clear where everything is in the markup’s hierarchy.

```html
<body>
    <h1>The Headline!</h1>
    <p><em><strong>A paragraph of text...</strong>More...</em></p>
    <img src=""some/image/url"" alt=""Description of image."">
    <h2>An h2 subheading</h2>
    <p>All paragraphs of text should be wrapped in a p tag</p>
    <hr>
    <aside>
        <p><sup>1</sup>Another paragraph of text...</p>
    </aside>
</body>
```

And like you have done, you can keep inline elements inside of block level elements without creating new indentation for them: `<p><em><strong>text...</strong>text...</em></p>`.",42,2017-06-18T11:08:41.262Z,2017-06-18T11:09:01.133Z
nitpick,31697437,1812571,1755,"HTML does not have a dedicated mechanism for marking up footnotes, but has some suggested alternatives. For footnotes like this one the [HTML5 Specification](https://www.w3.org/TR/html5/common-idioms.html#footnotes) recommends wrapping them in the [Aside](https://developer.mozilla.org/en/docs/Web/HTML/Element/aside) (`<aside>`) element.

:information_source: From MDN:

>The [_HTML <aside> element_](https://developer.mozilla.org/en/docs/Web/HTML/Element/aside) represents a section of the page with content connected tangentially to the rest, which could be considered separate from that content. These sections are often represented as sidebars or inserts. They often contain the definitions on the sidebars, such as definitions from the glossary; there may also be other types of information, such as related advertisements; the biography of the author; web applications; profile information or related links on the blog.

Since this is a paragraph of text though, you really should wrap it in a <p> tag. But the <aside> tag wouldn't replace the <p> tag, it would wrap the whole thing, like so:

```html
<aside>
    <p><sup>1</sup>Garry Kasparov..</p>
</aside>
```

You can take a look at other [sectioning tags](https://www.w3.org/TR/html5/sections.html#sections), like [<article>](https://developer.mozilla.org/en/docs/Web/HTML/Element/article) and [<section>](https://developer.mozilla.org/en/docs/Web/HTML/Element/section), which could be appropriate in this page.",39,2017-06-18T11:08:29.665Z,2017-06-18T11:08:29.665Z
awesome,31697437,1812569,1755,"Nice job on the hr tag. Tags that don't have any content are known as void elements and they are considered self-closing. In the case of the <hr> tag, it's actually invalid HTML to close the tag, so you got it just right.

:information_source: The Udacity Style Guide requires that you [do not close self-closing tags](https://udacity.github.io/frontend-nanodegree-styleguide/#doctype) in any way (`</hr> or <hr />`), so in your future projects you should always only write `<hr>`, `<img>`, `<input>` and so on for all void elements.

:information_source: [<hr> in the HTML5 Specification](https://www.w3.org/TR/html5/grouping-content.html#the-hr-element).",37,2017-06-18T11:08:16.405Z,2017-06-18T11:08:16.405Z
nitpick,31697437,1812567,1755,"I think that there is a fairly strong case to be made that this text is _emphasized_, and that the <em> tag is therefore more appropriate to use than the <i> tag. From [MDN](https://developer.mozilla.org/en/docs/Web/HTML/Element/em):

>The visual result is, by default, the same - both tags render its content in italics. But the [semantic](http://en.wikipedia.org/wiki/Semantic_Web) meaning is different. The <em> tag represents stress emphasis of its contents, while the <i> tag represents text that is set off from the normal prose, such as the name of a movie or book, a foreign word, or when the text refers to the definition of a word instead of representing its semantic meaning.",33,2017-06-18T11:08:01.460Z,2017-06-18T11:08:01.460Z
awesome,31697437,1812564,1755,You got all the headings right.,25,2017-06-18T11:07:24.528Z,2017-06-18T11:07:24.528Z
awesome,31697437,1812561,1755,"It's easy to miss the superscript here, so great attention to detail!",23,2017-06-18T11:06:57.705Z,2017-06-18T11:06:57.705Z
